partner_id,snapshot_date,active_deals_count,soft_cap,hard_cap
P001,2023-03-27,7,10,12
P001,2023-03-28,7,10,12
P001,2023-03-29,4,10,12
P001,2023-03-30,5,10,12
P001,2023-03-31,7,10,12
P001,2023-04-01,7,10,12
P001,2023-04-02,7,10,12
P001,2023-04-03,5,10,12
P001,2023-04-04,3,10,12
P001,2023-04-05,3,10,12
P001,2023-04-06,3,10,12
P001,2023-04-07,6,10,12
P001,2023-04-08,6,10,12
P001,2023-04-09,3,10,12
P001,2023-04-10,3,10,12
P001,2023-04-11,5,10,12
P001,2023-04-12,6,10,12
P001,2023-04-13,6,10,12
P001,2023-04-14,4,10,12
P001,2023-04-15,6,10,12
P001,2023-04-16,5,10,12
P001,2023-04-17,6,10,12
P001,2023-04-18,7,10,12
P001,2023-04-19,4,10,12
P001,2023-04-20,6,10,12
P001,2023-04-21,4,10,12
P001,2023-04-22,3,10,12
P001,2023-04-23,7,10,12
P001,2023-04-24,6,10,12
P001,2023-04-25,6,10,12
P001,2023-04-26,4,10,12
P001,2023-04-27,5,10,12
P001,2023-04-28,7,10,12
P001,2023-04-29,5,10,12
P001,2023-04-30,3,10,12
P001,2023-05-01,7,10,12
P001,2023-05-02,5,10,12
P001,2023-05-03,7,10,12
P001,2023-05-04,4,10,12
P001,2023-05-05,6,10,12
P001,2023-05-06,5,10,12
P001,2023-05-07,6,10,12
P001,2023-05-08,6,10,12
P001,2023-05-09,7,10,12
P001,2023-05-10,6,10,12
P001,2023-05-11,3,10,12
P001,2023-05-12,3,10,12
P001,2023-05-13,6,10,12
P001,2023-05-14,5,10,12
P001,2023-05-15,3,10,12
P001,2023-05-16,7,10,12
P001,2023-05-17,6,10,12
P001,2023-05-18,6,10,12
P001,2023-05-19,6,10,12
P001,2023-05-20,4,10,12
P001,2023-05-21,4,10,12
P001,2023-05-22,4,10,12
P001,2023-05-23,5,10,12
P001,2023-05-24,6,10,12
P001,2023-05-25,4,10,12
P001,2023-05-26,7,10,12
P001,2023-05-27,6,10,12
P001,2023-05-28,7,10,12
P001,2023-05-29,3,10,12
P001,2023-05-30,5,10,12
P001,2023-05-31,3,10,12
P001,2023-06-01,5,10,12
P001,2023-06-02,4,10,12
P001,2023-06-03,3,10,12
P001,2023-06-04,7,10,12
P001,2023-06-05,3,10,12
P001,2023-06-06,6,10,12
P001,2023-06-07,6,10,12
P001,2023-06-08,7,10,12
P001,2023-06-09,7,10,12
P001,2023-06-10,6,10,12
P001,2023-06-11,3,10,12
P001,2023-06-12,3,10,12
P001,2023-06-13,7,10,12
P001,2023-06-14,4,10,12
P001,2023-06-15,7,10,12
P001,2023-06-16,3,10,12
P001,2023-06-17,6,10,12
P001,2023-06-18,3,10,12
P001,2023-06-19,6,10,12
P001,2023-06-20,7,10,12
P001,2023-06-21,6,10,12
P001,2023-06-22,3,10,12
P001,2023-06-23,3,10,12
P001,2023-06-24,6,10,12
P001,2023-06-25,5,10,12
P001,2023-06-26,7,10,12
P001,2023-06-27,5,10,12
P001,2023-06-28,5,10,12
P001,2023-06-29,5,10,12
P001,2023-06-30,3,10,12
P001,2023-07-01,6,10,12
P001,2023-07-02,7,10,12
P001,2023-07-03,4,10,12
P001,2023-07-04,4,10,12
P001,2023-07-05,7,10,12
P001,2023-07-06,3,10,12
P001,2023-07-07,4,10,12
P001,2023-07-08,7,10,12
P001,2023-07-09,3,10,12
P001,2023-07-10,5,10,12
P001,2023-07-11,4,10,12
P001,2023-07-12,3,10,12
P001,2023-07-13,5,10,12
P001,2023-07-14,3,10,12
P001,2023-07-15,7,10,12
P001,2023-07-16,3,10,12
P001,2023-07-17,3,10,12
P001,2023-07-18,6,10,12
P001,2023-07-19,5,10,12
P001,2023-07-20,7,10,12
P001,2023-07-21,4,10,12
P001,2023-07-22,7,10,12
P001,2023-07-23,4,10,12
P001,2023-07-24,6,10,12
P001,2023-07-25,3,10,12
P001,2023-07-26,4,10,12
P001,2023-07-27,7,10,12
P001,2023-07-28,3,10,12
P001,2023-07-29,4,10,12
P001,2023-07-30,4,10,12
P001,2023-07-31,6,10,12
P001,2023-08-01,5,10,12
P001,2023-08-02,7,10,12
P001,2023-08-03,3,10,12
P001,2023-08-04,6,10,12
P001,2023-08-05,4,10,12
P001,2023-08-06,3,10,12
P001,2023-08-07,5,10,12
P001,2023-08-08,6,10,12
P001,2023-08-09,4,10,12
P001,2023-08-10,6,10,12
P001,2023-08-11,5,10,12
P001,2023-08-12,6,10,12
P001,2023-08-13,5,10,12
P001,2023-08-14,4,10,12
P001,2023-08-15,5,10,12
P001,2023-08-16,4,10,12
P001,2023-08-17,5,10,12
P001,2023-08-18,6,10,12
P001,2023-08-19,6,10,12
P001,2023-08-20,3,10,12
P001,2023-08-21,5,10,12
P001,2023-08-22,5,10,12
P001,2023-08-23,3,10,12
P001,2023-08-24,3,10,12
P001,2023-08-25,5,10,12
P001,2023-08-26,3,10,12
P001,2023-08-27,4,10,12
P001,2023-08-28,5,10,12
P001,2023-08-29,4,10,12
P001,2023-08-30,7,10,12
P001,2023-08-31,5,10,12
P001,2023-09-01,4,10,12
P001,2023-09-02,4,10,12
P001,2023-09-03,7,10,12
P001,2023-09-04,5,10,12
P001,2023-09-05,3,10,12
P001,2023-09-06,7,10,12
P001,2023-09-07,5,10,12
P001,2023-09-08,7,10,12
P001,2023-09-09,5,10,12
P001,2023-09-10,6,10,12
P001,2023-09-11,4,10,12
P001,2023-09-12,6,10,12
P001,2023-09-13,7,10,12
P001,2023-09-14,3,10,12
P001,2023-09-15,6,10,12
P001,2023-09-16,5,10,12
P001,2023-09-17,5,10,12
P001,2023-09-18,3,10,12
P001,2023-09-19,5,10,12
P001,2023-09-20,7,10,12
P001,2023-09-21,7,10,12
P001,2023-09-22,6,10,12
P001,2023-09-23,5,10,12
P001,2023-09-24,6,10,12
P001,2023-09-25,4,10,12
P001,2023-09-26,3,10,12
P001,2023-09-27,6,10,12
P001,2023-09-28,7,10,12
P001,2023-09-29,7,10,12
P001,2023-09-30,7,10,12
P001,2023-10-01,5,10,12
P001,2023-10-02,3,10,12
P001,2023-10-03,5,10,12
P001,2023-10-04,6,10,12
P001,2023-10-05,6,10,12
P001,2023-10-06,4,10,12
P001,2023-10-07,3,10,12
P001,2023-10-08,4,10,12
P001,2023-10-09,4,10,12
P001,2023-10-10,7,10,12
P001,2023-10-11,6,10,12
P001,2023-10-12,6,10,12
P001,2023-10-13,5,10,12
P001,2023-10-14,3,10,12
P001,2023-10-15,6,10,12
P001,2023-10-16,3,10,12
P001,2023-10-17,6,10,12
P001,2023-10-18,6,10,12
P001,2023-10-19,3,10,12
P001,2023-10-20,3,10,12
P001,2023-10-21,7,10,12
P001,2023-10-22,4,10,12
P001,2023-10-23,3,10,12
P001,2023-10-24,6,10,12
P001,2023-10-25,4,10,12
P001,2023-10-26,6,10,12
P001,2023-10-27,3,10,12
P001,2023-10-28,4,10,12
P001,2023-10-29,3,10,12
P001,2023-10-30,5,10,12
P001,2023-10-31,7,10,12
P001,2023-11-01,4,10,12
P001,2023-11-02,3,10,12
P001,2023-11-03,3,10,12
P001,2023-11-04,4,10,12
P001,2023-11-05,4,10,12
P001,2023-11-06,6,10,12
P001,2023-11-07,7,10,12
P001,2023-11-08,7,10,12
P001,2023-11-09,7,10,12
P001,2023-11-10,3,10,12
P001,2023-11-11,7,10,12
P001,2023-11-12,7,10,12
P001,2023-11-13,4,10,12
P001,2023-11-14,6,10,12
P001,2023-11-15,6,10,12
P001,2023-11-16,5,10,12
P001,2023-11-17,6,10,12
P001,2023-11-18,7,10,12
P001,2023-11-19,3,10,12
P001,2023-11-20,6,10,12
P001,2023-11-21,3,10,12
P001,2023-11-22,4,10,12
P001,2023-11-23,4,10,12
P001,2023-11-24,3,10,12
P001,2023-11-25,7,10,12
P001,2023-11-26,7,10,12
P001,2023-11-27,3,10,12
P001,2023-11-28,5,10,12
P001,2023-11-29,4,10,12
P001,2023-11-30,3,10,12
P001,2023-12-01,5,10,12
P001,2023-12-02,7,10,12
P001,2023-12-03,5,10,12
P001,2023-12-04,6,10,12
P001,2023-12-05,5,10,12
P001,2023-12-06,6,10,12
P001,2023-12-07,3,10,12
P001,2023-12-08,7,10,12
P001,2023-12-09,4,10,12
P001,2023-12-10,4,10,12
P001,2023-12-11,7,10,12
P001,2023-12-12,5,10,12
P001,2023-12-13,5,10,12
P001,2023-12-14,4,10,12
P001,2023-12-15,4,10,12
P001,2023-12-16,7,10,12
P001,2023-12-17,4,10,12
P001,2023-12-18,4,10,12
P001,2023-12-19,7,10,12
P001,2023-12-20,6,10,12
P001,2023-12-21,5,10,12
P001,2023-12-22,5,10,12
P001,2023-12-23,3,10,12
P001,2023-12-24,5,10,12
P001,2023-12-25,3,10,12
P001,2023-12-26,7,10,12
P001,2023-12-27,4,10,12
P001,2023-12-28,7,10,12
P001,2023-12-29,5,10,12
P001,2023-12-30,6,10,12
P001,2023-12-31,6,10,12
P001,2024-01-01,7,10,12
P001,2024-01-02,5,10,12
P001,2024-01-03,3,10,12
P001,2024-01-04,7,10,12
P001,2024-01-05,5,10,12
P001,2024-01-06,3,10,12
P001,2024-01-07,7,10,12
P001,2024-01-08,5,10,12
P001,2024-01-09,4,10,12
P001,2024-01-10,6,10,12
P001,2024-01-11,3,10,12
P001,2024-01-12,6,10,12
P001,2024-01-13,5,10,12
P001,2024-01-14,4,10,12
P001,2024-01-15,7,10,12
P001,2024-01-16,3,10,12
P001,2024-01-17,7,10,12
P001,2024-01-18,4,10,12
P001,2024-01-19,4,10,12
P001,2024-01-20,6,10,12
P001,2024-01-21,5,10,12
P001,2024-01-22,4,10,12
P001,2024-01-23,5,10,12
P001,2024-01-24,3,10,12
P001,2024-01-25,7,10,12
P001,2024-01-26,4,10,12
P001,2024-01-27,5,10,12
P001,2024-01-28,3,10,12
P001,2024-01-29,3,10,12
P001,2024-01-30,4,10,12
P001,2024-01-31,3,10,12
P001,2024-02-01,7,10,12
P001,2024-02-02,4,10,12
P001,2024-02-03,3,10,12
P001,2024-02-04,3,10,12
P001,2024-02-05,5,10,12
P001,2024-02-06,3,10,12
P001,2024-02-07,7,10,12
P001,2024-02-08,7,10,12
P001,2024-02-09,7,10,12
P001,2024-02-10,5,10,12
P001,2024-02-11,6,10,12
P001,2024-02-12,4,10,12
P001,2024-02-13,5,10,12
P001,2024-02-14,7,10,12
P001,2024-02-15,7,10,12
P001,2024-02-16,5,10,12
P001,2024-02-17,5,10,12
P001,2024-02-18,5,10,12
P001,2024-02-19,5,10,12
P001,2024-02-20,5,10,12
P001,2024-02-21,4,10,12
P001,2024-02-22,3,10,12
P001,2024-02-23,7,10,12
P001,2024-02-24,3,10,12
P001,2024-02-25,5,10,12
P001,2024-02-26,5,10,12
P001,2024-02-27,7,10,12
P001,2024-02-28,7,10,12
P001,2024-02-29,7,10,12
P001,2024-03-01,3,10,12
P001,2024-03-02,7,10,12
P001,2024-03-03,7,10,12
P001,2024-03-04,5,10,12
P001,2024-03-05,4,10,12
P001,2024-03-06,5,10,12
P001,2024-03-07,5,10,12
P001,2024-03-08,5,10,12
P001,2024-03-09,7,10,12
P001,2024-03-10,5,10,12
P001,2024-03-11,7,10,12
P001,2024-03-12,3,10,12
P001,2024-03-13,3,10,12
P001,2024-03-14,6,10,12
P001,2024-03-15,4,10,12
P001,2024-03-16,6,10,12
P001,2024-03-17,5,10,12
P001,2024-03-18,7,10,12
P001,2024-03-19,5,10,12
P001,2024-03-20,7,10,12
P001,2024-03-21,3,10,12
P001,2024-03-22,6,10,12
P001,2024-03-23,7,10,12
P001,2024-03-24,6,10,12
P001,2024-03-25,3,10,12
P001,2024-03-26,7,10,12
P001,2024-03-27,5,10,12
P001,2024-03-28,3,10,12
P001,2024-03-29,3,10,12
P001,2024-03-30,3,10,12
P001,2024-03-31,5,10,12
P001,2024-04-01,5,10,12
P001,2024-04-02,3,10,12
P001,2024-04-03,6,10,12
P001,2024-04-04,5,10,12
P001,2024-04-05,3,10,12
P001,2024-04-06,5,10,12
P001,2024-04-07,4,10,12
P001,2024-04-08,4,10,12
P001,2024-04-09,5,10,12
P001,2024-04-10,6,10,12
P001,2024-04-11,4,10,12
P001,2024-04-12,5,10,12
P001,2024-04-13,7,10,12
P001,2024-04-14,3,10,12
P001,2024-04-15,4,10,12
P001,2024-04-16,3,10,12
P001,2024-04-17,3,10,12
P001,2024-04-18,3,10,12
P001,2024-04-19,4,10,12
P001,2024-04-20,6,10,12
P001,2024-04-21,5,10,12
P001,2024-04-22,4,10,12
P001,2024-04-23,7,10,12
P001,2024-04-24,7,10,12
P001,2024-04-25,5,10,12
P001,2024-04-26,5,10,12
P001,2024-04-27,5,10,12
P001,2024-04-28,7,10,12
P001,2024-04-29,4,10,12
P001,2024-04-30,6,10,12
P001,2024-05-01,5,10,12
P001,2024-05-02,4,10,12
P001,2024-05-03,4,10,12
P001,2024-05-04,6,10,12
P001,2024-05-05,4,10,12
P001,2024-05-06,4,10,12
P001,2024-05-07,6,10,12
P001,2024-05-08,3,10,12
P001,2024-05-09,4,10,12
P001,2024-05-10,6,10,12
P001,2024-05-11,5,10,12
P001,2024-05-12,3,10,12
P001,2024-05-13,7,10,12
P001,2024-05-14,7,10,12
P001,2024-05-15,7,10,12
P001,2024-05-16,4,10,12
P001,2024-05-17,6,10,12
P001,2024-05-18,7,10,12
P001,2024-05-19,5,10,12
P001,2024-05-20,7,10,12
P001,2024-05-21,5,10,12
P001,2024-05-22,3,10,12
P001,2024-05-23,6,10,12
P001,2024-05-24,4,10,12
P001,2024-05-25,5,10,12
P001,2024-05-26,7,10,12
P001,2024-05-27,6,10,12
P001,2024-05-28,6,10,12
P001,2024-05-29,7,10,12
P001,2024-05-30,5,10,12
P001,2024-05-31,6,10,12
P001,2024-06-01,3,10,12
P001,2024-06-02,5,10,12
P001,2024-06-03,3,10,12
P001,2024-06-04,3,10,12
P001,2024-06-05,7,10,12
P001,2024-06-06,3,10,12
P001,2024-06-07,3,10,12
P001,2024-06-08,3,10,12
P001,2024-06-09,4,10,12
P001,2024-06-10,4,10,12
P001,2024-06-11,7,10,12
P001,2024-06-12,5,10,12
P001,2024-06-13,7,10,12
P001,2024-06-14,6,10,12
P001,2024-06-15,7,10,12
P001,2024-06-16,4,10,12
P001,2024-06-17,3,10,12
P001,2024-06-18,6,10,12
P001,2024-06-19,5,10,12
P001,2024-06-20,7,10,12
P001,2024-06-21,4,10,12
P001,2024-06-22,6,10,12
P001,2024-06-23,6,10,12
P001,2024-06-24,6,10,12
P001,2024-06-25,7,10,12
P001,2024-06-26,3,10,12
P001,2024-06-27,3,10,12
P001,2024-06-28,4,10,12
P001,2024-06-29,4,10,12
P001,2024-06-30,5,10,12
P001,2024-07-01,6,10,12
P001,2024-07-02,3,10,12
P001,2024-07-03,6,10,12
P001,2024-07-04,4,10,12
P001,2024-07-05,5,10,12
P001,2024-07-06,6,10,12
P001,2024-07-07,5,10,12
P001,2024-07-08,7,10,12
P001,2024-07-09,6,10,12
P001,2024-07-10,3,10,12
P001,2024-07-11,7,10,12
P001,2024-07-12,7,10,12
P001,2024-07-13,4,10,12
P001,2024-07-14,4,10,12
P001,2024-07-15,4,10,12
P001,2024-07-16,5,10,12
P001,2024-07-17,3,10,12
P001,2024-07-18,6,10,12
P001,2024-07-19,6,10,12
P001,2024-07-20,3,10,12
P001,2024-07-21,7,10,12
P001,2024-07-22,4,10,12
P001,2024-07-23,5,10,12
P001,2024-07-24,6,10,12
P001,2024-07-25,6,10,12
P001,2024-07-26,4,10,12
P001,2024-07-27,5,10,12
P001,2024-07-28,6,10,12
P001,2024-07-29,5,10,12
P001,2024-07-30,7,10,12
P001,2024-07-31,7,10,12
P001,2024-08-01,3,10,12
P001,2024-08-02,6,10,12
P001,2024-08-03,3,10,12
P001,2024-08-04,7,10,12
P001,2024-08-05,6,10,12
P001,2024-08-06,4,10,12
P001,2024-08-07,4,10,12
P001,2024-08-08,6,10,12
P001,2024-08-09,3,10,12
P001,2024-08-10,7,10,12
P001,2024-08-11,4,10,12
P001,2024-08-12,4,10,12
P001,2024-08-13,5,10,12
P001,2024-08-14,4,10,12
P001,2024-08-15,7,10,12
P001,2024-08-16,3,10,12
P001,2024-08-17,7,10,12
P001,2024-08-18,7,10,12
P001,2024-08-19,6,10,12
P001,2024-08-20,6,10,12
P001,2024-08-21,7,10,12
P001,2024-08-22,3,10,12
P001,2024-08-23,6,10,12
P001,2024-08-24,5,10,12
P001,2024-08-25,7,10,12
P001,2024-08-26,6,10,12
P001,2024-08-27,3,10,12
P001,2024-08-28,6,10,12
P001,2024-08-29,5,10,12
P001,2024-08-30,4,10,12
P001,2024-08-31,6,10,12
P001,2024-09-01,7,10,12
P001,2024-09-02,6,10,12
P001,2024-09-03,3,10,12
P001,2024-09-04,4,10,12
P001,2024-09-05,5,10,12
P001,2024-09-06,4,10,12
P001,2024-09-07,4,10,12
P001,2024-09-08,3,10,12
P001,2024-09-09,4,10,12
P001,2024-09-10,7,10,12
P001,2024-09-11,4,10,12
P001,2024-09-12,3,10,12
P001,2024-09-13,3,10,12
P001,2024-09-14,3,10,12
P001,2024-09-15,6,10,12
P001,2024-09-16,3,10,12
P001,2024-09-17,5,10,12
P001,2024-09-18,7,10,12
P001,2024-09-19,3,10,12
P001,2024-09-20,3,10,12
P001,2024-09-21,6,10,12
P001,2024-09-22,6,10,12
P001,2024-09-23,7,10,12
P001,2024-09-24,5,10,12
P001,2024-09-25,5,10,12
P001,2024-09-26,4,10,12
P001,2024-09-27,6,10,12
P001,2024-09-28,6,10,12
P001,2024-09-29,4,10,12
P001,2024-09-30,3,10,12
P001,2024-10-01,7,10,12
P001,2024-10-02,6,10,12
P001,2024-10-03,5,10,12
P001,2024-10-04,3,10,12
P001,2024-10-05,3,10,12
P001,2024-10-06,5,10,12
P001,2024-10-07,3,10,12
P001,2024-10-08,3,10,12
P001,2024-10-09,3,10,12
P001,2024-10-10,6,10,12
P001,2024-10-11,5,10,12
P001,2024-10-12,5,10,12
P001,2024-10-13,7,10,12
P001,2024-10-14,3,10,12
P001,2024-10-15,6,10,12
P001,2024-10-16,7,10,12
P001,2024-10-17,6,10,12
P001,2024-10-18,7,10,12
P001,2024-10-19,4,10,12
P001,2024-10-20,4,10,12
P001,2024-10-21,7,10,12
P001,2024-10-22,5,10,12
P001,2024-10-23,3,10,12
P001,2024-10-24,5,10,12
P001,2024-10-25,3,10,12
P001,2024-10-26,6,10,12
P001,2024-10-27,3,10,12
P001,2024-10-28,4,10,12
P001,2024-10-29,4,10,12
P001,2024-10-30,3,10,12
P001,2024-10-31,5,10,12
P001,2024-11-01,1,10,12
P001,2024-11-02,1,10,12
P001,2024-11-03,1,10,12
P001,2024-11-04,1,10,12
P001,2024-11-05,1,10,12
P001,2024-11-06,1,10,12
P001,2024-11-07,1,10,12
P001,2024-11-08,1,10,12
P001,2024-11-09,1,10,12
P001,2024-11-10,1,10,12
P001,2024-11-11,1,10,12
P001,2024-11-12,1,10,12
P001,2024-11-13,1,10,12
P001,2024-11-14,1,10,12
P001,2024-11-15,1,10,12
P001,2024-11-16,1,10,12
P001,2024-11-17,1,10,12
P001,2024-11-18,1,10,12
P001,2024-11-19,1,10,12
P001,2024-11-20,1,10,12
P001,2024-11-21,1,10,12
P001,2024-11-22,1,10,12
P001,2024-11-23,1,10,12
P001,2024-11-24,1,10,12
P001,2024-11-25,1,10,12
P001,2024-11-26,1,10,12
P001,2024-11-27,1,10,12
P001,2024-11-28,1,10,12
P001,2024-11-29,1,10,12
P001,2024-11-30,1,10,12
P001,2024-12-01,12,10,12
P001,2024-12-02,12,10,12
P001,2024-12-03,12,10,12
P001,2024-12-04,12,10,12
P001,2024-12-05,12,10,12
P001,2024-12-06,12,10,12
P001,2024-12-07,12,10,12
P001,2024-12-08,12,10,12
P001,2024-12-09,12,10,12
P001,2024-12-10,12,10,12
P001,2024-12-11,12,10,12
P001,2024-12-12,12,10,12
P001,2024-12-13,12,10,12
P001,2024-12-14,12,10,12
P001,2024-12-15,12,10,12
P001,2024-12-16,12,10,12
P001,2024-12-17,12,10,12
P001,2024-12-18,12,10,12
P001,2024-12-19,12,10,12
P001,2024-12-20,12,10,12
P001,2024-12-21,12,10,12
P001,2024-12-22,12,10,12
P001,2024-12-23,12,10,12
P001,2024-12-24,12,10,12
P001,2024-12-25,12,10,12
P001,2024-12-26,12,10,12
P001,2024-12-27,12,10,12
P001,2024-12-28,12,10,12
P001,2024-12-29,12,10,12
P001,2024-12-30,12,10,12
P001,2024-12-31,12,10,12
P002,2023-01-01,9,12,16
P002,2023-01-02,6,12,16
P002,2023-01-03,6,12,16
P002,2023-01-04,8,12,16
P002,2023-01-05,8,12,16
P002,2023-01-06,4,12,16
P002,2023-01-07,5,12,16
P002,2023-01-08,4,12,16
P002,2023-01-09,8,12,16
P002,2023-01-10,7,12,16
P002,2023-01-11,4,12,16
P002,2023-01-12,3,12,16
P002,2023-01-13,8,12,16
P002,2023-01-14,7,12,16
P002,2023-01-15,6,12,16
P002,2023-01-16,9,12,16
P002,2023-01-17,9,12,16
P002,2023-01-18,9,12,16
P002,2023-01-19,8,12,16
P002,2023-01-20,3,12,16
P002,2023-01-21,9,12,16
P002,2023-01-22,8,12,16
P002,2023-01-23,5,12,16
P002,2023-01-24,5,12,16
P002,2023-01-25,3,12,16
P002,2023-01-26,8,12,16
P002,2023-01-27,4,12,16
P002,2023-01-28,9,12,16
P002,2023-01-29,9,12,16
P002,2023-01-30,6,12,16
P002,2023-01-31,8,12,16
P002,2023-02-01,9,12,16
P002,2023-02-02,9,12,16
P002,2023-02-03,9,12,16
P002,2023-02-04,5,12,16
P002,2023-02-05,9,12,16
P002,2023-02-06,3,12,16
P002,2023-02-07,4,12,16
P002,2023-02-08,9,12,16
P002,2023-02-09,5,12,16
P002,2023-02-10,6,12,16
P002,2023-02-11,6,12,16
P002,2023-02-12,4,12,16
P002,2023-02-13,4,12,16
P002,2023-02-14,8,12,16
P002,2023-02-15,5,12,16
P002,2023-02-16,6,12,16
P002,2023-02-17,9,12,16
P002,2023-02-18,5,12,16
P002,2023-02-19,8,12,16
P002,2023-02-20,7,12,16
P002,2023-02-21,8,12,16
P002,2023-02-22,5,12,16
P002,2023-02-23,8,12,16
P002,2023-02-24,7,12,16
P002,2023-02-25,4,12,16
P002,2023-02-26,4,12,16
P002,2023-02-27,4,12,16
P002,2023-02-28,3,12,16
P002,2023-03-01,6,12,16
P002,2023-03-02,7,12,16
P002,2023-03-03,6,12,16
P002,2023-03-04,5,12,16
P002,2023-03-05,3,12,16
P002,2023-03-06,9,12,16
P002,2023-03-07,4,12,16
P002,2023-03-08,7,12,16
P002,2023-03-09,9,12,16
P002,2023-03-10,4,12,16
P002,2023-03-11,8,12,16
P002,2023-03-12,3,12,16
P002,2023-03-13,5,12,16
P002,2023-03-14,4,12,16
P002,2023-03-15,6,12,16
P002,2023-03-16,9,12,16
P002,2023-03-17,3,12,16
P002,2023-03-18,3,12,16
P002,2023-03-19,8,12,16
P002,2023-03-20,3,12,16
P002,2023-03-21,7,12,16
P002,2023-03-22,6,12,16
P002,2023-03-23,6,12,16
P002,2023-03-24,6,12,16
P002,2023-03-25,8,12,16
P002,2023-03-26,5,12,16
P002,2023-03-27,4,12,16
P002,2023-03-28,6,12,16
P002,2023-03-29,7,12,16
P002,2023-03-30,8,12,16
P002,2023-03-31,8,12,16
P002,2023-04-01,5,12,16
P002,2023-04-02,8,12,16
P002,2023-04-03,8,12,16
P002,2023-04-04,8,12,16
P002,2023-04-05,8,12,16
P002,2023-04-06,7,12,16
P002,2023-04-07,9,12,16
P002,2023-04-08,9,12,16
P002,2023-04-09,7,12,16
P002,2023-04-10,4,12,16
P002,2023-04-11,5,12,16
P002,2023-04-12,7,12,16
P002,2023-04-13,5,12,16
P002,2023-04-14,3,12,16
P002,2023-04-15,9,12,16
P002,2023-04-16,7,12,16
P002,2023-04-17,3,12,16
P002,2023-04-18,8,12,16
P002,2023-04-19,3,12,16
P002,2023-04-20,3,12,16
P002,2023-04-21,6,12,16
P002,2023-04-22,7,12,16
P002,2023-04-23,9,12,16
P002,2023-04-24,8,12,16
P002,2023-04-25,7,12,16
P002,2023-04-26,8,12,16
P002,2023-04-27,3,12,16
P002,2023-04-28,3,12,16
P002,2023-04-29,3,12,16
P002,2023-04-30,8,12,16
P002,2023-05-01,5,12,16
P002,2023-05-02,7,12,16
P002,2023-05-03,9,12,16
P002,2023-05-04,4,12,16
P002,2023-05-05,3,12,16
P002,2023-05-06,9,12,16
P002,2023-05-07,6,12,16
P002,2023-05-08,7,12,16
P002,2023-05-09,9,12,16
P002,2023-05-10,4,12,16
P002,2023-05-11,8,12,16
P002,2023-05-12,3,12,16
P002,2023-05-13,3,12,16
P002,2023-05-14,6,12,16
P002,2023-05-15,4,12,16
P002,2023-05-16,7,12,16
P002,2023-05-17,7,12,16
P002,2023-05-18,7,12,16
P002,2023-05-19,5,12,16
P002,2023-05-20,8,12,16
